Load Record,Item Number
9242822,1160
9242822,1161
9262201,52008
9242822,1475
9262205,52372
9252033,67458
9262205,52371
9242580,1183
9272890,589
9262205,52678
9272890,352
9262205,51946
9272928,112
9242580,1418
9242580,1417
9242870,43
9262201,52416
9242580,1244
9262205,51945
9242580,1496
9262205,51944
9262205,52986
9242559,547
9242553,2654
9242580,1487
9242553,820
9252201,175025
9252201,175026
9252543,205133
9252201,175284
9252201,175283
9252201,175282
9252475,97224
9262205,50818
9242822,1067
9242580,1167
9252547,1174
9262201,51678
9242822,1374
9262201,51668
9262201,51667
9262201,52730
9252435,69060
9242580,1429
9252531,55033
9252543,208445
9262201,51713
9252202,135621
9251275,244
9251275,99
9252475,98028
9252324,50795
9252205,119940
9252201,174280
9252201,174281
9252205,119939
9262201,50191
9252543,203215
9252041,52707
9262204,1005
9252205,120226
9252205,120227
9252205,120225
9272958,12
9252205,120224
9242580,607
9242822,700
9242581,502
9242822,703
9262201,51679
9242566,151
9242822,895
9272954,131
9262201,50190
9242752,5
9272825,1971
9272915,166
9262205,51367
9262205,51372
9272978,266
9272978,267
9242558,369
9242580,976
9242580,974
9242863,38
9242700,146
9242871,25
9254412,52766
9252543,200295
9252202,132807
9252543,200299
9252201,173379
9252543,201764
9272914,19
9262034,50012
9241275,6
9252033,67165
9251303,7
9252248,73027
9252201,179302
9262201,52489
9272915,273
9262450,51100
9242822,1986
9242553,546
9252205,125995
9252205,125996
9252205,125997
9252435,69050
9252435,69051
9262205,52450
9252435,69062
9242580,1391
9252201,179280
9252202,144224
9252211,137885
9263102,60756
9262450,51338
9252543,208474
9262450,51340
9272915,283
9242822,6019
9252201,180294
9251342,59151
9262475,53238
9252201,180293
9253102,193679
9252211,136218
9262475,51508
9262450,50576
9262450,50570
9252202,141019
9262201,51693
9252423,62131
9252248,72839
9254417,50043
9252543,207077
9262201,51396
9252547,1149
9262450,50859
9252423,62138
9252248,72866
9262450,50452
9262205,50870
9252211,137131
9262201,51926
9252078,58365
9272890,300
9252543,207745
9252202,143376
9242642,108
9242626,120
9262450,51107
9262450,51104
9252201,178614
9252201,178570
9252543,207919
9252201,178569
9262450,51103
9252201,178613
9252201,178620
9252205,125204
9252201,178906
9242553,431
9262205,52130
9252202,143374
9252202,143375
9252202,143529
9242553,432
9252201,178615
9252201,178550
9252543,208334
9252426,50652
9262201,52243
9252061,51198
9252205,125211
9252248,73013
9262201,52244
9252205,125026
9252201,179689
9262205,52449
9262475,52893
9252543,208360
9252205,125493
9252205,125998
9262201,52568
9252201,179224
9242774,319
9252201,173981
9252423,61839
9252450,56670
9252737,50152
9252201,174874
9252201,174409
9252423,61974
9252201,174428
9251298,55866
9252205,119832
9252201,174639
9252201,174638
9252202,135400
9252205,120230
9252201,174508
9252205,120229
9252202,134880
9252201,174482
9252202,134882
9252543,204185
9272915,23
9252201,174637
9252545,60983
9252202,135464
9252202,135465
9252543,204105
9252201,174606
9252450,56681
9252201,174981
9252543,204428
9252205,120548
9252201,174901
9252202,135943
9252543,204426
9252201,174908
9252201,174903
9252202,135941
9252543,204427
9251342,58991
9252046,53848
9252543,205120
9252202,137421
9252202,137420
9252202,137411
9252201,175134
9252543,204921
9252543,204757
9252297,54173
9252475,97165
9252201,175307
9252211,135042
9252381,50371
9252078,58294
9252026,68477
9252435,67861
9272971,9
9242570,247
9252543,206325
9254412,52739
9252202,135122
9252201,120457
9252202,80496
9252543,146846
9252202,80330
9252202,133311
9252543,201656
9252543,204111
9252202,80501
9253102,191402
9252543,146138
9252500,3024
9252202,75722
9252205,62922
9254412,52720
9252202,75833
9254412,52716
9254412,52706
9252543,137836
9254412,52693
9252423,11665
9252543,145863
9252205,62625
9252201,106582
9254412,1559
9252475,45196
9252543,138302
9252201,119936
9252543,137837
9252205,62622
9252202,74959
9252543,145968
9252543,146139
9252205,67830
9252202,68054
9252201,107066
9252201,106554
9252201,106690
9252201,106689
9252543,145809
9252202,78098
9252202,74933
9252201,107067
9252543,145967
9252201,106580
9252202,75680
9252201,119494
9252500,3022
9252202,68245
9252201,119934
9252543,146790
9252536,274
9252202,75830
9252475,45193
9252475,45159
9252475,45192
9252543,146476
9252475,45194
9252202,75445
9252543,146475
9252475,45160
9252543,146001
9252201,119516
9252580,479
9252543,146396
9252201,119932
9252543,145969
9252475,32432
9252202,77547
9252435,15439
9252202,74935
9252201,107042
9252201,107041
9252543,100259
9252202,49050
9252201,66471
9252543,145862
9252201,119933
9252201,106687
9252205,62462
9252435,15438
9252580,478
9252201,106581
9252543,146791
9252202,75446
9252202,77541
9252201,106738
9252202,74934
9252201,119935
9252201,107065
9252202,134948
9252543,206930
9272942,458
9252202,135256
9252202,134924
9252052,52596
9252211,137377
9252543,206877
9252543,205869
9252202,142092
9262205,51832
9252547,813
9242822,865
9252201,110057
9252202,70250
9262450,51230
9272947,29
9273002,120
9252202,55829
9252403,55694
9251266,35
9251300,116
9251311,60
9251300,115
9251300,74
9251312,16
9252543,206965
9252205,61376
9252205,125407
9262475,51291
9252205,122754
9251267,72
9252201,105192
9252543,208270
9252202,134108
9262034,50013
9252543,207879
9252543,200370
9272915,302
9252202,132423
9254412,52783
9252211,132069
9262204,1003
9252202,133366
9252205,119962
9252450,56706
9252450,56705
9252450,56886
9252381,50370
9242822,1225
9242822,1222
9272890,222
9262201,51740
9262450,50631
9272918,31
9262201,52514
9252201,178567
9262201,52516
9251305,8474
9272914,20
9273019,10
9272947,6
9272947,5
9272947,3
9272947,4
9272947,2
9272947,1
9252202,134104
9273019,11
9242580,1430
9252201,173060
9242822,1324
9252543,206818
9272915,104
9272915,96
9242822,822
9261128,85
9251242,11
9251242,23
9251231,23
9251106,15
9251156,7
9242870,23
9261128,162
9252268,51657
9243100,22147
9243100,22145
9243100,22146
9251511,50269
9272914,27
9252423,61938
9242854,137
9253100,70616
9262450,51403
9251302,1516
9251302,1249
9251302,1261
9251302,1256
9251302,1509
9251302,1482
9251302,1481
9251302,1480
9251302,1485
9251302,1510
9252248,21777
9252201,173964
9251250,57916
9252202,137381
9252423,61882
9252205,121185
9262201,50516
9262201,50840
9262201,50984
9262475,51292
9252543,206456
9252205,125246
9262201,51567
9262205,50794
9242822,1388
9242580,500
9252202,142890
9252211,137269
9262205,51927
9262205,51931
9272928,84
9242580,1125
9252248,73023
9262201,51665
9252248,73040
9262205,52441
9262205,52656
9272942,414
9272890,662
9262201,52815
9242822,5316
9272915,301
9251302,1543
9272982,196
9252475,42452
9252543,200371
9252543,200373
9242602,1818
9262475,51296
9272915,155
9272915,164
9242822,1237
9272915,232
9272915,154
9272915,190
9242553,192
9272915,191
9272915,180
9272890,361
9242683,21
9242580,977
9272942,381
9251300,135
9251300,72
9251302,1082
9251302,1175
9251302,1115
9251302,1058
9251302,1176
9251302,1081
9251302,1112
9251302,1077
9251302,1460
9252201,173385
9251302,1651
9252569,50056
9262201,50189
9252205,119948
9252205,119966
9252201,174286
9252205,120223
9272915,35
9252201,174888
9252202,134026
9272825,1693
9252202,138766
9272825,1691
9262201,51671
9252201,176580
9252543,206913
9252543,204107
9252543,204108
9252543,204109
9252435,67428
9252202,135467
9252202,135466
9252202,135468
9252201,174980
9252543,204432
9252543,204466
9252543,204430
9252202,135849
9252201,174875
9252202,135850
9252201,174907
9252543,204300
9252205,120356
9252543,205121
9252202,137419
9252543,205122
9252543,205123
9252475,97169
9252201,175135
9252450,56701
9272915,64
9252205,121187
9252201,175308
9272915,91
9252423,62111
9252435,68690
9242822,1210
9262201,51584
9242610,57
9242569,111
9242822,1315
9272942,415
9242553,543
9252543,208482
9252205,126002
9262475,52988
9262201,52763
9262475,53430
9263102,61602
9262475,53455
9252201,180289
9252078,7897
9252435,17187
9252201,120458
9252475,46174
9252201,174782
9252202,133357
9252205,119639
9252202,134954
9252201,174429
9252026,67829
9252201,174249
9252201,174248
9252202,135401
9252201,174505
9252201,174506
9272915,15
9252201,174612
9252202,135128
9252202,135125
9252201,174504
9252201,174607
9252205,120232
9272915,8
9272915,6
9272915,5
9252205,120231
9252202,135129
9252201,174507
9252202,134952
9252201,174484
9252202,134953
9252202,134883
9252201,174781
9252201,174783
9252201,174784
9252543,204106
9252543,113664
9252543,114033
9252543,113666
9254412,1761
9252201,80797
9252543,99112
9252201,80862
9252041,1917
9252543,138304
9254412,2033
9252543,137839
9252205,51967
9252201,119929
9252202,52446
9252202,52441
9252543,113392
9252543,145812
9252464,2490
9252464,2489
9252039,15269
9252201,120296
9252500,3023
9252202,52445
9252469,51
9252201,107131
9252202,52444
9252543,99113
9252201,107134
9252201,107130
9252202,51447
9252202,52442
9252202,74936
9252543,146150
9252201,119495
9252543,145867
9252500,3030
9252500,3031
9252201,119517
9252201,120319
9252543,146004
9252201,119878
9252202,75690
9252201,119518
9254412,52705
9252450,6291
9252039,15268
9252201,119931
9252517,318
9252543,145865
9252201,107135
9252475,45198
9252201,120297
9252201,119930
9252543,146002
9252543,146474
9252205,67831
9252217,151
9252202,75829
9252202,75828
9252475,45298
9252201,120320
9252205,62626
9252201,107133
9252201,119928
9252201,75143
9252201,107132
9252201,81515
9254412,1741
9252201,75142
9252201,107068
9252205,62460
9252201,106731
9252033,15635
9252543,145811
9252202,68137
9252201,119519
9252064,2768
9252202,77552
9252201,119874
9252503,14
9252201,106774
9252543,99786
9252201,107069
9254412,1757
9252041,1919
9252205,51970
9252543,138303
9252201,106732
9254412,2048
9252205,51969
9252248,14950
9252475,34141
9252201,80796
9252201,106735
9251267,46
9251267,90
9252543,207100
9251267,20
9242580,896
9252205,120164
9252202,135469
9252294,53728
9252202,139657
9262201,51102
9252202,141978
9242841,25
9263102,61576
9251323,73
9252202,134967
9252403,55784
9272890,616
9251323,72
9251248,28
9252201,178423
9252241,277
9252052,52613
9252543,204301
9252543,204183
9252450,56803
9252202,136297
9252543,205193
9252201,175305
9263102,52651
9252201,175659
9262450,50860
9252543,207692
9262205,51826
9272961,6
9242580,1400
9252423,61991
9242822,1951
9262201,51541
9262205,52442
9242822,1361
9262450,51329
9252202,143438
9252211,132063
9252548,52989
9252060,52718
9252543,206328
9262205,50296
9252423,62112
9251236,10
9242822,698
9251214,37
9242553,248
9262475,50512
9242553,545
9262201,51394
9254412,52767
9252450,56648
9252202,135697
9252202,139795
9272825,1972
9242580,806
9252543,200368
9242752,91
9252435,68738
9252543,206620
9252052,52595
9252202,135622
9251270,56
9252041,52923
9251258,41
9272915,142
9252423,62116
9252602,50093
9262475,52817
9262450,51392
9272942,464
9272890,665
9272915,257
9252205,120322
9252205,120320
9252201,174932
9262201,50739
9272915,87
9272971,72
9242971,17
9262450,50637
9262201,51551
9252026,68464
9242822,891
9262201,51682
9252201,177877
9262201,51683
9272928,100
9252202,141512
9272928,83
9252543,207593
9252205,126065
9262205,51364
9272825,2236
9272960,72
9272960,73
9262205,52452
9262201,52567
9262201,52541
9242822,1206
9242822,1950
9262205,52659
9272890,666
9242822,1375
9242552,849
9272890,672
9252543,208384
9252202,134713
9251302,1585
9251302,1588
9252543,208546
9252202,135957
9272957,144
9252064,52869
9252205,125089
9252201,176711
9252543,206896
9252248,72943
9252078,58354
9252201,178549
9252543,206327
9252202,134894
9252434,59090
9252543,199911
9272978,245
9242642,100
9262201,51768
9242822,1107
9272890,266
9272890,268
9262450,50811
9262450,50810
9262450,50809
9262450,50863
9242626,107
9272942,195
9242625,66
9272890,413
9242580,1095
9272890,396
9262205,52410
9242558,505
9242558,484
9262201,52591
9252248,72990
9262205,52411
9242857,115
9252573,50344
9272890,408
9272890,409
9262205,52128
9272890,412
9272890,411
9242570,639
9242580,1376
9272890,654
9242885,55
9242580,1543
9242580,1425
9262201,50733
9242553,512
9262475,53257
9242774,394
9252201,180037
9252201,173445
9252256,50375
9252056,51179
9252403,55469
9252201,173556
9252201,173557
9252205,119449
9252205,119450
9252201,173510
9252201,173446
9252559,50189
9252205,120091
9252205,119969
9242822,1105
9252423,61943
9252503,50894
9262201,51519
9262201,50705
9262423,29
9262423,16
9262423,18
9242822,1364
9262205,50142
9262201,50757
9262201,50759
9262201,50760
9262201,50761
9252543,205406
9252543,205417
9262201,50758
9252547,731
9262205,50201
9252543,205407
9242822,1328
9242822,1106
9262201,51089
9242822,1366
9262201,51140
9252547,1105
9242822,1003
9272954,58
9242552,841
9252573,50323
9272890,116
9242552,839
9252026,68452
9272825,1933
9272942,19
9272825,1934
9252564,50200
9272890,410
9252543,148031
9272915,322
9252201,174615
9262423,76
9252205,119681
9252201,174909
9252475,96859
9252202,135124
9252201,174614
9252450,56745
9252543,204143
9252205,120315
9252205,120802
9262201,51585
9252201,175304
9262201,51571
9262201,51539
9262205,50799
9272915,234
9242580,1019
9262201,51927
9242822,1585
9262205,51360
9262201,51544
9242580,1123
9262201,51676
9262205,52365
9262205,52657
9242822,1972
9262201,52545
9242918,139
9252543,206960
9272915,303
9272915,328
9273002,165
9261128,91
9252202,134027
9252543,206324
9252205,125841
9242822,705
9252205,121929
9252201,174479
9251323,119
9272752,268
9251302,2103
9251302,2098
9251302,1092
9251302,1099
9251302,2097
9251302,2101
9251302,1096
9263102,54744
9252450,56640
9252201,175309
9272915,22
9262205,50085
9262201,50314
9272915,85
9272915,80
9272915,82
9272915,81
9242822,874
9272954,136
9242822,893
9262450,50331
9262201,51670
9272915,193
9272915,153
9242553,194
9272942,39
9272915,152
9272825,2026
9242822,837
9272825,2027
9272958,9
9272915,225
9272928,89
9242558,455
9252583,50356
9262205,51366
9242580,959
9242580,972
9242848,102
9262205,51369
9272958,8
9254412,52738
9252543,200293
9254412,52763
9254412,52743
9252450,56582
9252475,96856
9252450,56572
9252450,56570
9262204,1010
9252205,119955
9251303,10
9272915,291
9262450,51388
9252201,180292
9272915,287
9252202,144407
